anio,mes,lpei,lpi,desagregacion
2020,Sep,1202.05,2130.24,Rural
2020,Sep,1671.38,3255.6,Urbano
2020,Oct,1212.33,2150.24,Rural
2020,Oct,1681.61,3283.33,Urbano
2020,Nov,1206.24,2153.82,Rural
2020,Nov,1676.11,3295.73,Urbano
2020,Dic,1194.31,2148.19,Rural
2020,Dic,1666.24,3295.63,Urbano
2021,Ene,1201.87,2163.04,Rural
2021,Ene,1679.69,3320.86,Urbano
2021,Feb,1200.89,2167.39,Rural
2021,Feb,1681.47,3331.08,Urbano
2021,Mar,1212.69,2186.07,Rural
2021,Mar,1693.38,3353.55,Urbano
2021,Abr,1229.43,2197.84,Rural
2021,Abr,1710.44,3360.44,Urbano
2021,May,1245.71,2203.69,Rural
2021,May,1730.85,3360.93,Urbano
2021,Jun,1256.34,2219.42,Rural
2021,Jun,1745.2,3383.03,Urbano
2021,Jul,1269.08,2238.58,Rural
2021,Jul,1761.23,3408.74,Urbano
2021,Ago,1284,2247.8,Rural
2021,Ago,1780.2,3418.55,Urbano
2021,Sep,1302.45,2274.64,Rural
2021,Sep,1798.53,3451.46,Urbano
2021,Oct,1301.63,2290.26,Rural
2021,Oct,1798.13,3478.97,Urbano
2021,Nov,1330.55,2332.24,Rural
2021,Nov,1824.91,3528.87,Urbano
2021,Dic,1344.94,2343.50,Rural
2021,Dic,1844.32,3542.14,Urbano
